,CADASTRO DE SERVIÇOS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,SN,,,,N,,,,MEI,,,,,,,
,CÓDIGO DO SERVIÇO,DESCRIÇÃO DO SERVIÇO,ISSQN,INSS,CS,IRRF,ISSQN,INSS,CS,IRRF,ISSQN,INSS,CS,IRRF,,,,
,1401M,"Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,00%",NT,NT,NT,NT,,"Sim, Art. 118 - XIV - Desde que mantida equipe a disposiçao da contratante. Se Manutençao de elevador,arc ondicionado, refrigeraçao, escada rolante , executado por empresas não fabricante, tem retençao na EMPREITADA, pois é considerado serviço de contr. Civil.COSIT 259/14 e 156/2015",,
,1402M,Assistência técnica.,"1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, Art. 118 - XIV - Desde que mantida equipe a disposiçao da contratante. Se Manutençao de elevador,arc ondicionado, refrigeraçao, escada rolante , executado por empresas não fabricante, tem retençao na EMPREITADA, pois é considerado serviço de contr. Civil.COSIT 259/14 e 156/2015",,
,1403M,"Recondicionamento de motores (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, Art. 118 - XIV - Desde que mantida equipe a disposiçao da contratante. Se Manutençao de elevador,arc ondicionado, refrigeraçao, escada rolante , executado por empresas não fabricante, tem retençao na EMPREITADA, pois é considerado serviço de contr. Civil.COSIT 259/14 e 156/2015",,
,1404M,Recauchutagem ou regeneração de pneus.,"1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XIV",,
,1405M,"Restauração, recondicionamento, acondicionamento, pintura, beneficiamento, lavagem, secagem, tingimento, galvanoplastia, anodização, corte, recorte, polimento, plastificação e congêneres, de objetos quaisquer.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%",NT,NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - I ",,
,1406M,"Instalação e montagem de aparelhos, máquinas e equipamentos, inclusive montagem industrial, prestados ao usuário final, exclusivamente com material por ele fornecido.","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,," Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XV -Não tem retenção para instalação de APARELHOS  de ar condicionado, de refrigeração, de ventilação, de aquecimento, de calefação ou de exaustão, mas tem retençao  para instalação de SISTEMAS de ar condicionado, de refrigeração, de ventilação, de aquecimento, de calefação ou de exaustão- Art 143",,
,1407M,Colocação de molduras e congêneres.,"1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"   Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XV",,
,1408M,"Encadernação, gravação e douração de livros, revistas e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"   Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - I ",,
,1409M,"Alfaiataria e costura, quando o material for fornecido pelo usuário final, exceto aviamento.","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"   Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XV",,
,1410M,Tinturaria e lavanderia.,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,1411M,Tapeçaria e reforma de estofamentos em geral.,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,1412M,Funilaria e lanternagem.,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,1413M,Carpintaria e serralheria.,"1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XV",,
,1414M,"Guincho intramunicipal, guindaste e içamento","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, Se Sessão de mao de obra- art 118 -XV",,
,1501M,"Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,85% PATA MUNICIPOP TOMADOR EM 2022  E 2023 100%,,
,1502M,"Abertura de contas em geral, inclusive conta-corrente, conta de investimentos e aplicação e caderneta de poupança, no País e no exterior, bem como a manutenção das referidas contas ativas e inativas.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1503M,"Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,1504M,"Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,," Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXII",,
,1505M,"Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques sem Fundos - CCF ou em quaisquer outros bancos cadastrais.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXII",,
,1506M,"Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos; agenciamento fiduciário ou depositário; devolução de bens em custódia.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXII",,
,1507M,"Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,1508M,"Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de crédito, para quaisquer fins.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXII",,
,1509M,"Arrendamento mercantil (leasing) de quaisquer bens, inclusive cessão de direitos e obrigações, substituição de garantia, alteração, cancelamento e registro de contrato, e demais serviços relacionados ao arrendamento mercantil (leasing).","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1510M,"Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - IV e XXI",,
,1511M,"Devolução de títulos, protesto de títulos, sustação de protesto, manutenção de títulos, reapresentação de títulos, e demais serviços a eles relacionados.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1512M,"Custódia em geral, inclusive de títulos e valores mobiliários.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1513M,"Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1514M,"Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1515M,"Compensação de cheques e títulos quaisquer; serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1516M,"Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo; serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1517M,"Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1518M,"Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1601M,Serviços de transporte de natureza municipal.,"1,00%",NT,NT,NT,"5,00%",art 118,NT,"1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XVIII",,
,1602M,Outros Serviços de transporte de natureza municipal.,"1,00%",NT,NT,NT,"5,00%",art 118,NT,"1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XVIII",,
,1701M,"Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1702M,"Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, para serviços de digitaçao  (serviços realizados na depedencia da contratada não tem retençao-Cosita131/2015) . Art. 118 - XXII",,
,1703M,"Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1704M,"Recrutamento, agenciamento, seleção e colocação de mão-de-obra.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1705M,"Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários, contratados pelo prestador de serviço.","1,00%","11,00%",NT,NT,"5,00%","11,00%","4,65%","1,00%",NT,NT,NT,NT,,,,
,1706M,"Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de desenhos, textos e demais materiais publicitários.","1,00%",NT,NT,NT,"5,00%",art 118,NT,"1,50%",NT,NT,NT,NT,," Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXI",,
,1708M,Franquia (franchising).,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,1709M,"Perícias, laudos, exames técnicos e análises técnicas.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1710M,"Planejamento, organização e administração de feiras, exposições, congressos e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXI",,
,1711M,"Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - VI ",,
,1712M,"Administração em geral, inclusive de bens e negócios de terceiros.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1713M,Leilão e congêneres.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1714-FIXO,Advocacia.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1714M,Advocacia.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1715M,"Arbitragem de qualquer espécie, inclusive jurídica.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1716M,Auditoria.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1717M,Análise de Organização e Métodos.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1718M,Atuária e cálculos técnicos de qualquer natureza.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1719M,"Contabilidade, inclusive serviços técnicos e auxiliares.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1720M,Consultoria e assessoria econômica ou financeira.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1721M,Estatística.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1722M,Cobrança em geral.,"1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - IV",,
,1723M,"Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a receber ou a pagar e em geral, relacionados a operações de faturização (factoring).","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1724M,"Apresentação de palestras, conferências, seminários e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"  Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - X",,
,1725M,"Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXI",,
,1801M,Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de seguros; prevenção e gerência de riscos seguráveis e congêneres.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,1901M,"Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,2001M,"Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,," Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XVII",,
,2002M,"Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, armazenagem de qualquer natureza, capatazia, movimentação de aeronaves, serviços de apoio aeroportuários, serviços acessórios, movimentação de mercadorias, logística e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,," Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XVII",,
,2003M,"Serviços de terminais rodoviários, ferroviários, metroviários, movimentação de passageiros, mercadorias, inclusive suas operações, logística e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"  Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XVII",,
,2101M,"Serviços de registros públicos, cartorários e notariais.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,2201M,"Serviços de exploração de rodovia mediante cobrança de preço ou pedágio dos usuários, envolvendo execução de serviços de conservação, manutenção, melhoramentos para adequação de capacidade e segurança de trânsito, operação, monitoração, assistência aos usuários e outros serviços definidos em contratos, atos de concessão ou de permissão ou em normas oficiais.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XVII",,
,2301M,"Serviços de programação e comunicação visual, desenho industrial e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,2401M,"Serviços de chaveiros, confecção de carimbos, placas, sinalização visual, banners, adesivos e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,2501M,"Funerais, inclusive fornecimento de caixão, urna ou esquifes; aluguel de capela; transporte do corpo cadavérico; fornecimento de flores, coroas e outros paramentos; desembaraço de certidão de óbito; fornecimento de véu, essa e outros adornos; embalsamento, embelezamento, conservação ou restauração de cadáveres.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,2502M,Cremação de corpos e partes de corpos cadavéricos.,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,2503M,Planos ou convênio funerários.,"1,00%",NT,NT,NT,"5,00%",NT,NT,"1,50%",NT,NT,NT,NT,,,,
,2504M,Manutenção e conservação de jazigos e cemitérios.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,00%",NT,NT,NT,NT,,,,
,2505M,Cessão de uso de espaços em cemitérios para sepultamento,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,2601M,"Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,00%",NT,NT,NT,NT,,"Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XI ",,
,2701M,Serviços de assistência social.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,2801M,Serviços de avaliação de bens e serviços de qualquer natureza.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,2901M,Serviços de biblioteconomia.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3001M,"Serviços de biologia, biotecnologia e química.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3101M,"Serviços técnicos em edificações, eletrônica, eletrotécnica, mecânica, telecomunicações e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3201M,Serviços de desenhos técnicos.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3301M,"Serviços de desembaraço aduaneiro, comissários, despachantes e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3401M,"Serviços de investigações particulares, detetives e congêneres.","1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3501M,"Serviços de reportagem, assessoria de imprensa, jornalismo e relações públicas.","1,00%",NT,NT,NT,"5,00%",art 118,"4,65%","1,50%",NT,NT,NT,NT,," Sim, Se Sessão de Mao de Obra -  B.Legal -art. 118  - XXI,  e se promoção de vendas ou de eventos, que tenham por finalidade colocar em evidência as qualidades de produtos ou a realização de shows, de feiras, de convenções, de rodeios, de festas ou de jogos",,
,3601M,Serviços de meteorologia.,"1,00%",NT,NT,NT,"5,00%",NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,3701M,"Serviços de artistas, atletas, modelos e manequins.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,3801M,Serviços de museologia.,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,3901M,Serviços de ourivesaria e lapidação (quando o material for fornecido pelo tomador do serviço).,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,4001M,Obras de arte sob encomenda.,"1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,101I,Análise e desenvolvimento de sistemas.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,102I,Programação.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,103I-Processamento,Processamento de dados e congêneres.,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,,,
,103I-Consultoria,Processamento de dados e congêneres.,NT,NT,NT,NT,NT,"11,00%","4,65%","1,50%",NT,NT,NT,NT,,,,
,104I,"Elaboração de programas de computadores, inclusive de jogos eletrônicos.",NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,105I,Licenciamento ou cessão de direito de uso de programas de computação.,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,,,
,106I,Assessoria e consultoria em informática.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,107I,"Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.",NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, mas  somente quando houver prestação de serviço de instalação e manutenção de equipamentos de informática, a supervisão de rede, de banco de dados e internet, no local ou por conexão remota, quando indispensáveis ao funcionamento regular e permanente da empresa e desde que a contratada disponibilize equipe sempre pronta para atender às necessidades da empresa contratante.Soluçao consulta 211/2010",,
,108I,"Planejamento, confecção, manutenção e atualização de páginas eletrônicas.",NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,109I,"Disponibilização, sem cessão definitiva, de conteúdos de áudio, vídeo, imagem e texto por meio da internet, respeitada a imunidade de livros, jornais e periódicos (exceto a distribuição de conteúdos pelas prestadoras de Serviço de Acesso Condicionado, de que trata a Lei 12.485 de 12/09/2011 -ICMS(",NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,,,
,201I,Serviços de pesquisas e desenvolvimento de qualquer natureza.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,302I,Cessão de direito de uso de marcas e de sinais de propaganda.,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,,,,
,303I,"Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.",NT,NT,NT,NT,NT,art 118,NT,NT,NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,304I,"Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,305I-Sem mao Obra,"Cessão de andaimes, palcos, coberturas e outras estruturas de uso temporário.","1,00%",NT,NT,NT,"5,00%",NT,NT,NT,NT,NT,NT,NT,,,,
,305I-cessão m obra,"Cessão de andaimes, palcos, coberturas e outras estruturas de uso temporário.","1,00%",NT,NT,NT,"5,00%",art 118,NT,NT,NT,NT,NT,NT,,"Sim, se o houver montagem, que envolvam a reunião sistemática, conforme disposição predeterminada em processo industrial ou artesanal, das peças de um dispositivo, de um mecanismo ou de qualquer objeto, de modo que possa funcionar ou atingir o fim a que se destina.-118-XV",,
,401I,Medicina e biomedicina.,NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,402I,"Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultrasonografia, ressonância magnética, radiologia, tomografia e congêneres.",NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,403I,"Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontossocorros, ambulatórios e congêneres.",NT,NT,NT,NT,NT,art 118,NT,NT,NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,404I,Instrumentação cirúrgica.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,405I,Acupuntura.,NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,406I,"Enfermagem, inclusive serviços auxiliares.",NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,407I,Serviços farmacêuticos.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,408I,"Terapia ocupacional, fisioterapia e fonoaudiologia.",NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,409I,"Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.",NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,410I,Nutrição.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,411I,Obstetrícia.,NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,412I,Odontologia.,NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,413I,Ortóptica.,NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
,414I,Próteses sob encomenda.,NT,NT,NT,NT,NT,NT,"4,65%","1,50%",NT,NT,NT,NT,,,,
,415I,Psicanálise.,NT,NT,NT,NT,NT,art 118,"4,65%","1,50%",NT,NT,NT,NT,,"Sim, se sessão de mao de obra - Art 118 - XXI",,
